FILE_NAME,FIELD_NAME,GOLD,EXTRACTED,RESULT,REASON,SCORE
invoice139.html,total_amount,113052.25,113052.25,TP,EXTRACT_RULES,0.7255
invoice139.html,price,173.73,173.73,TP,EXTRACT_MODEL,0.9089
invoice139.html,price,439.20,439.20,TP,EXTRACT_MODEL,0.8913
invoice139.html,price,354.53,354.53,TP,EXTRACT_MODEL,0.9259
invoice139.html,price,455.45,455.45,TP,EXTRACT_MODEL,0.9089
invoice139.html,price,396.74,396.74,TP,EXTRACT_MODEL,0.9089
invoice139.html,price,331.79,331.79,TP,EXTRACT_MODEL,0.9089
invoice139.html,price,183.88,183.88,TP,EXTRACT_MODEL,0.9089
invoice139.html,price,383.67,383.67,TP,EXTRACT_MODEL,0.9089
invoice139.html,price,259.81,259.81,TP,EXTRACT_MODEL,0.9089
invoice139.html,supplier_name,Jenkins-Jenkins,Jenkins-Jenkins,TP,EXTRACT_MODEL,0.8661
invoice139.html,invoice_number,6507378943,6507378943,TP,EXTRACT_MODEL,0.7333
invoice139.html,email,marjolaine.rohan@gmail.com,marjolaine.rohan@gmail.com,TP,EXTRACT_MODEL,0.9525
invoice139.html,invoice_date,07/03/2009,07/03/2009,TP,EXTRACT_RULES,0.7375
invoice164.html,product,Practical Granite Bench,Practical Granite Bench,TP,EXTRACT_MODEL,0.8529
invoice164.html,product,Gorgeous Iron Bench,Gorgeous Iron Bench,TP,EXTRACT_MODEL,0.8503
invoice164.html,quantity,23.00,23.00,TP,EXTRACT_RULES,0.8885
invoice164.html,quantity,37.00,37.00,TP,EXTRACT_RULES,0.8823
invoice164.html,total_amount,30868.39,30868.39,TP,EXTRACT_RULES,0.7255
invoice164.html,price,456.12,456.12,TP,EXTRACT_MODEL,0.9259
invoice164.html,price,411.70,411.70,TP,EXTRACT_MODEL,0.8953
invoice164.html,supplier_name,Padberg-Padberg,Padberg-Padberg,TP,EXTRACT_MODEL,0.7513
invoice164.html,invoice_number,9982242803,9982242803,TP,EXTRACT_MODEL,0.8414
invoice164.html,email,cara.trantow@hotmail.com,cara.trantow@hotmail.com,TP,EXTRACT_MODEL,0.9525
invoice164.html,invoice_date,09/12/1990,09/12/1990,TP,EXTRACT_RULES,0.7372
invoice17.html,product,Intelligent Steel Pants,Intelligent Steel Pants,TP,EXTRACT_MODEL,0.8207
invoice17.html,product,Ergonomic Linen Shirt,Ergonomic Linen Shirt,TP,EXTRACT_MODEL,0.8014
invoice17.html,product,Intelligent Granite Bag,Intelligent Granite Bag,TP,EXTRACT_MODEL,0.7887
invoice17.html,product,Awesome Bronze Shirt,Awesome Bronze Shirt,TP,EXTRACT_MODEL,0.8157
invoice17.html,product,Lightweight Linen Lamp,Lightweight Linen Lamp,TP,EXTRACT_MODEL,0.8382
invoice17.html,product,Lightweight Bronze Pants,Lightweight Bronze Pants,TP,EXTRACT_MODEL,0.8521
invoice17.html,quantity,16.00,16.00,TP,EXTRACT_RULES,0.7647
invoice17.html,quantity,20.00,20.00,TP,EXTRACT_RULES,0.8798
invoice17.html,quantity,3.00,3.00,TP,EXTRACT_RULES,0.8014
invoice17.html,quantity,24.00,24.00,TP,EXTRACT_RULES,0.7952
invoice17.html,quantity,11.00,11.00,TP,EXTRACT_RULES,0.9041
invoice17.html,quantity,32.00,32.00,TP,EXTRACT_RULES,0.7787
invoice17.html,total_amount,20250.36,20250.36,TP,EXTRACT_RULES,0.7255
invoice17.html,price,151.69,151.69,TP,EXTRACT_MODEL,0.9089
invoice17.html,price,25.07,25.07,TP,EXTRACT_MODEL,0.9089
invoice17.html,price,257.23,257.23,TP,EXTRACT_MODEL,0.9089
invoice17.html,price,113.87,113.87,TP,EXTRACT_MODEL,0.9259
invoice17.html,price,192.48,192.48,TP,EXTRACT_MODEL,0.9089
invoice17.html,price,323.84,323.84,TP,EXTRACT_MODEL,0.9089
invoice17.html,supplier_name,Johnston-Johnston,Johnston-Johnston,TP,EXTRACT_MODEL,0.8694
invoice17.html,invoice_number,0946851758,0946851758,TP,EXTRACT_MODEL,0.8525
invoice17.html,email,linnie.brakus@gmail.com,linnie.brakus@gmail.com,TP,EXTRACT_MODEL,0.9525
invoice17.html,invoice_date,08/21/1977,08/21/1977,TP,EXTRACT_RULES,0.7432
invoice179.html,product,Durable Leather Chair,Durable Leather Chair,TP,EXTRACT_MODEL,0.8328
invoice179.html,product,Enormous Leather Car,Enormous Leather Car,TP,EXTRACT_MODEL,0.8021
invoice179.html,product,Ergonomic Granite Gloves,Ergonomic Granite Gloves,TP,EXTRACT_MODEL,0.8530
invoice179.html,quantity,3.00,3.00,TP,EXTRACT_RULES,0.7487
invoice179.html,quantity,43.00,43.00,TP,EXTRACT_RULES,0.8312
invoice179.html,quantity,27.00,27.00,TP,EXTRACT_RULES,0.7205
invoice179.html,total_amount,10910.14,10910.14,TP,EXTRACT_RULES,0.7255
invoice179.html,price,271.56,271.56,TP,EXTRACT_MODEL,0.8913
invoice179.html,price,10.64,10.64,TP,EXTRACT_MODEL,0.8913
invoice179.html,price,40.18,40.18,TP,EXTRACT_MODEL,0.9259
invoice179.html,supplier_name,Gusikowski-Gusikowski,Gusikowski-Gusikowski,TP,EXTRACT_MODEL,0.7817
invoice179.html,invoice_number,9937850024,9937850024,TP,EXTRACT_MODEL,0.8507
invoice179.html,email,christ.hirthe@yahoo.com,christ.hirthe@yahoo.com,TP,EXTRACT_MODEL,0.9525
invoice179.html,invoice_date,01/15/2010,01/15/2010,TP,EXTRACT_RULES,0.7420
invoice181.html,product,Rustic Rubber Pants,Rustic Rubber Pants,TP,EXTRACT_MODEL,0.8541
invoice181.html,product,Gorgeous Wooden Chair,Gorgeous Wooden Chair,TP,EXTRACT_MODEL,0.7852
invoice181.html,product,Aerodynamic Iron Coat,Aerodynamic Iron Coat,TP,EXTRACT_MODEL,0.8215
invoice181.html,product,Synergistic Paper Car,Synergistic Paper Car,TP,EXTRACT_MODEL,0.8259
invoice181.html,product,Enormous Granite Keyboard,Enormous Granite Keyboard,TP,EXTRACT_MODEL,0.7589
invoice181.html,product,Rustic Plastic Bench,Rustic Plastic Bench,TP,EXTRACT_MODEL,0.8104
invoice181.html,product,Incredible Cotton Coat,Incredible Cotton Coat,TP,EXTRACT_MODEL,0.7933
invoice181.html,product,Incredible Bronze Pants,Incredible Bronze Pants,TP,EXTRACT_MODEL,0.8079
invoice181.html,product,Heavy Duty Paper Coat,Heavy Duty Paper Coat,TP,EXTRACT_MODEL,0.7931
invoice181.html,quantity,13.00,13.00,TP,EXTRACT_RULES,0.7974
invoice181.html,quantity,45.00,45.00,TP,EXTRACT_RULES,0.7847
invoice181.html,quantity,20.00,20.00,TP,EXTRACT_RULES,0.7983
invoice181.html,quantity,1.00,1.00,TP,EXTRACT_RULES,0.8399
invoice181.html,quantity,10.00,10.00,TP,EXTRACT_RULES,0.8013
invoice181.html,quantity,28.00,28.00,TP,EXTRACT_RULES,0.8053
invoice181.html,quantity,51.00,51.00,TP,EXTRACT_RULES,0.8222
invoice181.html,quantity,19.00,19.00,TP,EXTRACT_RULES,0.8649
invoice181.html,quantity,27.00,27.00,TP,EXTRACT_RULES,0.7907
invoice181.html,total_amount,42338.65,42338.65,TP,EXTRACT_RULES,0.7255
invoice181.html,price,317.66,317.66,TP,EXTRACT_MODEL,0.9259
invoice181.html,price,414.29,414.29,TP,EXTRACT_MODEL,0.9089
invoice181.html,price,253.61,253.61,TP,EXTRACT_MODEL,0.9089
invoice181.html,price,60.41,60.41,TP,EXTRACT_MODEL,0.9089
invoice181.html,price,226.08,226.08,TP,EXTRACT_MODEL,0.9089
invoice181.html,price,460.42,460.42,TP,EXTRACT_MODEL,0.9089
invoice181.html,price,103.10,103.10,TP,EXTRACT_MODEL,0.9089
invoice181.html,price,152.07,152.07,TP,EXTRACT_MODEL,0.9089
invoice181.html,price,51.92,51.92,TP,EXTRACT_MODEL,0.9089
invoice181.html,supplier_name,"Marvin, Marvin and Marvin","Marvin, Marvin and Marvin",TP,EXTRACT_MODEL,0.7382
invoice181.html,invoice_number,8150426970,8150426970,TP,EXTRACT_MODEL,0.7356
invoice181.html,email,cornelius.hilll@hotmail.com,cornelius.hilll@hotmail.com,TP,EXTRACT_MODEL,0.9498
invoice181.html,invoice_date,05/05/1999,05/05/1999,TP,EXTRACT_RULES,0.7310
invoice183.html,product,Small Concrete Bag,Small Concrete Bag,TP,EXTRACT_MODEL,0.8471
invoice183.html,product,Awesome Wooden Watch,Awesome Wooden Watch,TP,EXTRACT_MODEL,0.8143
invoice183.html,product,Awesome Rubber Car,Awesome Rubber Car,TP,EXTRACT_MODEL,0.8045
invoice183.html,product,Rustic Bronze Watch,Rustic Bronze Watch,TP,EXTRACT_MODEL,0.8023
invoice183.html,product,Aerodynamic Rubber Plate,Aerodynamic Rubber Plate,TP,EXTRACT_MODEL,0.8163
invoice183.html,product,Ergonomic Linen Table,Ergonomic Linen Table,TP,EXTRACT_MODEL,0.8595
invoice183.html,product,Practical Paper Car,Practical Paper Car,TP,EXTRACT_MODEL,0.8525
invoice183.html,product,Mediocre Bronze Coat,Mediocre Bronze Coat,TP,EXTRACT_MODEL,0.8075
invoice183.html,quantity,53.00,53.00,TP,EXTRACT_RULES,0.8180
invoice183.html,quantity,24.00,24.00,TP,EXTRACT_RULES,0.7956
invoice183.html,quantity,29.00,29.00,TP,EXTRACT_RULES,0.7306
invoice183.html,quantity,29.00,29.00,TP,EXTRACT_RULES,0.7524
invoice183.html,quantity,47.00,47.00,TP,EXTRACT_RULES,0.7791
invoice183.html,quantity,16.00,16.00,TP,EXTRACT_RULES,0.8340
invoice183.html,quantity,2.00,2.00,TP,EXTRACT_RULES,0.8181
invoice183.html,quantity,24.00,24.00,TP,EXTRACT_RULES,0.8161
invoice183.html,total_amount,72177.35,72177.35,TP,EXTRACT_RULES,0.7255
invoice183.html,price,472.91,472.91,TP,EXTRACT_MODEL,0.9113
invoice183.html,price,215.41,215.41,TP,EXTRACT_MODEL,0.9089
invoice183.html,price,296.15,296.15,TP,EXTRACT_MODEL,0.8913
invoice183.html,price,270.65,270.65,TP,EXTRACT_MODEL,0.9089
invoice183.html,price,342.20,342.20,TP,EXTRACT_MODEL,0.9089
invoice183.html,price,247.31,247.31,TP,EXTRACT_MODEL,0.9089
invoice183.html,price,214.83,214.83,TP,EXTRACT_MODEL,0.9089
invoice183.html,price,179.79,179.79,TP,EXTRACT_MODEL,0.9089
invoice183.html,supplier_name,"Runte, Runte and Runte","Runte, Runte and Runte",TP,EXTRACT_MODEL,0.6543
invoice183.html,invoice_number,1476606211,1476606211,TP,EXTRACT_MODEL,0.7536
invoice183.html,email,krystel.bradtke@yahoo.com,krystel.bradtke@yahoo.com,TP,EXTRACT_MODEL,0.9525
invoice183.html,invoice_date,11/09/1971,11/09/1971,TP,EXTRACT_RULES,0.7311
train.0382b18d-0c6c-472b-bb2e-a30e3d02a071.html,supplier_name,National Global Corp,,FN,FAIL_MODEL,undefined
train.0382b18d-0c6c-472b-bb2e-a30e3d02a071.html,invoice_date,01/13/2015,01/13/2015,TP,EXTRACT_RULES,0.8759
train.09f780a8-fc67-4f4e-8e10-4a65c980b3f4.html,invoice_number,9999,9999,TP,EXTRACT_MODEL,0.6641
train.09f780a8-fc67-4f4e-8e10-4a65c980b3f4.html,email,sales@yoursite.com,sales@yoursite.com,TP,EXTRACT_MODEL,0.8594
train.09f780a8-fc67-4f4e-8e10-4a65c980b3f4.html,invoice_date,04/11/2012,04/11/2012,TP,EXTRACT_RULES,0.6765
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,product,Provided Services Description (date range),Provided Services Description (date range),TP,EXTRACT_MODEL,0.6961
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,product,,SHIPPING & HANDLING,FP,FAIL_MODEL,0.5948
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,quantity,1.00,1.00,TP,EXTRACT_RULES,0.6665
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,total_amount,0.00,0.00,TP,EXTRACT_MODEL,0.6710
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,price,0.00,0.00,TP,EXTRACT_MODEL,0.8999
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,price,,0.00,FP,FAIL_MODEL,0.5668
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,supplier_name,Jkdie-Kool Company,Jkdie-Kool Company,TP,EXTRACT_MODEL,0.7746
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,email,YQurEm.ail@YQur.Slte.com,YQurEm.ail@YQur.Slte.com,TP,EXTRACT_MODEL,0.7980
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,invoice_date,01/01/2001,,FN,FAIL_MODEL,undefined
train.23cc2c5d-bb0b-4e5f-b483-e46a1e2b9728.html,product,StepsTo Life 32 of 52: Dynamic Praying - MP3 Download Download,StepsTo Life 32 of 52: Dynamic Praying - MP3 Download Download,TP,EXTRACT_RULES,0.6817
train.23cc2c5d-bb0b-4e5f-b483-e46a1e2b9728.html,quantity,1.00,1.00,TP,EXTRACT_RULES,0.9163
train.23cc2c5d-bb0b-4e5f-b483-e46a1e2b9728.html,quantity,,2.49,FP,FAIL_MODEL,0.5277
train.23cc2c5d-bb0b-4e5f-b483-e46a1e2b9728.html,total_amount,2.49,2.49,TP,EXTRACT_MODEL,0.6296
train.23cc2c5d-bb0b-4e5f-b483-e46a1e2b9728.html,price,2.49,2.49,TP,EXTRACT_RULES,0.7715
train.23cc2c5d-bb0b-4e5f-b483-e46a1e2b9728.html,supplier_name,NKIE MINISTRIES RESOURCES,,FN,FAIL_MODEL,undefined
train.23cc2c5d-bb0b-4e5f-b483-e46a1e2b9728.html,email,infc@uk.stcre.ellel.crg,infc@uk.stcre.ellel.crg,TP,EXTRACT_MODEL,0.5967
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,product,"Very long product description that occupies more than 1 line - in fact, it occupies 2 lines","Very long product description that occupies more than 1 line - in fact, it occupies 2 lines",TP,EXTRACT_RULES,0.7111
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,product,,One line product description,FP,FAIL_MODEL,0.6751
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,quantity,1.00,1.00,TP,EXTRACT_RULES,0.8928
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,total_amount,1140.87,,FN,FAIL_MODEL,undefined
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,price,199.99,199.99,TP,EXTRACT_MODEL,0.9048
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,price,,420.00,FP,FAIL_MODEL,0.5966
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,invoice_number,INV1048,INV1048,TP,EXTRACT_MODEL,0.9461
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,invoice_date,08/20/2006,08/20/2006,TP,EXTRACT_RULES,0.7504
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,product,Installation,,FN,FAIL_MODEL,undefined
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,product,EagleCell 5000 unit,,FN,FAIL_MODEL,undefined
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,product,Site preparation - structural modifications,,FN,FAIL_MODEL,undefined
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,product,Electncal 200 Amp upgrade. etc,,FN,FAIL_MODEL,undefined
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,quantity,,1250.00,FP,FAIL_MODEL,0.8643
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,quantity,,0.00,FP,FAIL_MODEL,0.7480
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,quantity,,0.00,FP,FAIL_MODEL,0.7660
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,quantity,,0.00,FP,FAIL_MODEL,0.8463
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,quantity,,1500.00,FP,FAIL_MODEL,0.5632
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,quantity,,3500.00,FP,FAIL_MODEL,0.4980
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,total_amount,8250.00,8250.00,TP,EXTRACT_RULES,0.4576
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,price,1250.00,1250.00,TP,EXTRACT_RULES,0.7046
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,price,2000.00,2000.00,TP,EXTRACT_RULES,0.7393
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,price,3500.00,,FN,FAIL_MODEL,undefined
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,price,1500.00,,FN,FAIL_MODEL,undefined
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,supplier_name,"ABC Air Conditioning, lnc.",,FN,FAIL_MODEL,undefined
train.3998e31d-bf0e-4963-ae0f-5d5866545b28.html,total_amount,116.38,5.35,"FP,FN",FAIL_RULES,0.6479
train.3998e31d-bf0e-4963-ae0f-5d5866545b28.html,supplier_name,ORACLE,,FN,FAIL_MODEL,undefined
train.3998e31d-bf0e-4963-ae0f-5d5866545b28.html,invoice_number,Bl-2,,FN,FAIL_MODEL,undefined
train.3998e31d-bf0e-4963-ae0f-5d5866545b28.html,invoice_date,06/19/2009,06/19/2009,TP,EXTRACT_MODEL,0.8816
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,product,0eV-gite fee • Nwt-nember Rate,,FN,FAIL_MODEL,undefined
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,product,CtrVeretKO Devter,,FN,FAIL_MODEL,undefined
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,product,Accom-odslon Thnday 4th,,FN,FAIL_MODEL,undefined
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,quantity,1.00,1.00,TP,EXTRACT_RULES,0.5484
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,quantity,1.00,,FN,FAIL_MODEL,undefined
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,quantity,1.00,,FN,FAIL_MODEL,undefined
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,total_amount,325.00,325.00,TP,EXTRACT_RULES,0.4494
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,price,87.50,,FN,FAIL_MODEL,undefined
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,price,162.50,,FN,FAIL_MODEL,undefined
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,price,20.83,,FN,FAIL_MODEL,undefined
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,invoice_number,908901,,FN,FAIL_MODEL,undefined
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,invoice_date,10/16/2010,10/16/2010,TP,EXTRACT_RULES,0.5418
train.4b95dae4-6c18-4f91-8ba9-dd10e926fdf2.html,total_amount,,0.00,FP,FAIL_MODEL,0.6617
train.4b95dae4-6c18-4f91-8ba9-dd10e926fdf2.html,invoice_date,07/14/2016,01/07/2016,"FP,FN",FAIL_RULES,0.6386
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product,Sanding and painting dresser,Sanding and painting dresser,TP,EXTRACT_MODEL,0.8470
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product,Kitchen cabinet installation,Kitchen cabinet installation,TP,EXTRACT_MODEL,0.6566
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product,Bathroom sink installation,Bathroom sink installation,TP,EXTRACT_MODEL,0.8169
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product,25 hours painting,25 hours painting,TP,EXTRACT_MODEL,0.6044
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product,Floorboard replacement,Floorboard replacement,TP,EXTRACT_MODEL,0.7710
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,quantity,4.00,4.00,TP,EXTRACT_RULES,0.8628
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,quantity,1.00,1.00,TP,EXTRACT_RULES,0.7108
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,quantity,2.00,2.00,TP,EXTRACT_RULES,0.8763
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,quantity,1.00,1.00,TP,EXTRACT_RULES,0.6421
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,quantity,1.00,1.00,TP,EXTRACT_RULES,0.8843
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,total_amount,1838.80,,FN,FAIL_MODEL,undefined
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,price,39.00,39.00,TP,EXTRACT_MODEL,0.5150
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,price,250.00,250.00,TP,EXTRACT_MODEL,0.5460
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,price,885.00,885.00,TP,EXTRACT_MODEL,0.7155
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,price,600.00,600.00,TP,EXTRACT_MODEL,0.4897
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,price,170.00,170.00,TP,EXTRACT_MODEL,0.3901
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,supplier_name,Niwher Deplore,,FN,FAIL_MODEL,undefined
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,invoice_number,00984,00984,TP,EXTRACT_MODEL,0.6214
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,email,Contact@lnvoiceNinja.com,Contact@lnvoiceNinja.com,TP,EXTRACT_MODEL,0.7025
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,invoice_date,09/08/2014,09/08/2014,TP,EXTRACT_RULES,0.6841
train.51b19c68-0f6e-41b4-b60c-59a0fd6d821b.html,total_amount,112.20,112.20,TP,EXTRACT_RULES,0.9497
train.51b19c68-0f6e-41b4-b60c-59a0fd6d821b.html,supplier_name,Sliced Invoces,,FN,FAIL_MODEL,undefined
train.51b19c68-0f6e-41b4-b60c-59a0fd6d821b.html,invoice_number,INV-0003,INV-0007,"FP,FN",FAIL_RULES,0.9423
train.51b19c68-0f6e-41b4-b60c-59a0fd6d821b.html,invoice_date,11/18/2015,11/18/2015,TP,EXTRACT_RULES,0.8185
train.5388fffc-37fb-46c3-88a7-d8a1ddd25bfb.html,product,Penjualan Jasa Service Periode Januari 2013,Penjualan Jasa Service Periode Januari 2013,TP,EXTRACT_MODEL,0.7624
train.5388fffc-37fb-46c3-88a7-d8a1ddd25bfb.html,quantity,1.00,,FN,FAIL_MODEL,undefined
train.5388fffc-37fb-46c3-88a7-d8a1ddd25bfb.html,total_amount,110000000.00,456.00,"FP,FN",FAIL_RULES,0.9354
train.5388fffc-37fb-46c3-88a7-d8a1ddd25bfb.html,price,1000000.00,1000000.00,TP,EXTRACT_RULES,0.8572
train.5388fffc-37fb-46c3-88a7-d8a1ddd25bfb.html,supplier_name,Graha Alam Center,,FN,FAIL_MODEL,undefined
train.5388fffc-37fb-46c3-88a7-d8a1ddd25bfb.html,invoice_number,00000456,00000456,TP,EXTRACT_MODEL,0.5822
train.5388fffc-37fb-46c3-88a7-d8a1ddd25bfb.html,invoice_date,02/11/2013,02/11/2013,TP,EXTRACT_RULES,0.6890
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,product,Example service,Example service,TP,EXTRACT_MODEL,0.7521
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,product,Example product,Example product,TP,EXTRACT_MODEL,0.5408
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,quantity,12.00,,FN,FAIL_MODEL,undefined
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,quantity,4.00,,FN,FAIL_MODEL,undefined
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,total_amount,412.13,412.13,TP,EXTRACT_MODEL,0.7800
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,price,362.00,362.00,TP,EXTRACT_RULES,0.7270
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,price,75.00,75.00,TP,EXTRACT_MODEL,0.7784
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,supplier_name,JEH CO,,FN,FAIL_MODEL,undefined
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,invoice_number,100025,100025,TP,EXTRACT_MODEL,0.6433
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,invoice_date,01/15/2016,01/15/2016,TP,EXTRACT_RULES,0.7733
train.60f9f0eb-2442-4537-acda-5f5a25bf2b54.html,product,DEBEER SILKY SILVER,,FN,FAIL_MODEL,undefined
train.60f9f0eb-2442-4537-acda-5f5a25bf2b54.html,quantity,1.00,,FN,FAIL_MODEL,undefined
train.60f9f0eb-2442-4537-acda-5f5a25bf2b54.html,total_amount,4500.00,,FN,FAIL_MODEL,undefined
train.60f9f0eb-2442-4537-acda-5f5a25bf2b54.html,price,3913.04,,FN,FAIL_MODEL,undefined
train.60f9f0eb-2442-4537-acda-5f5a25bf2b54.html,supplier_name,23213K Neq1xa autocolor,,FN,FAIL_MODEL,undefined
train.60f9f0eb-2442-4537-acda-5f5a25bf2b54.html,invoice_number,T3,T3,TP,EXTRACT_MODEL,0.8311
train.60f9f0eb-2442-4537-acda-5f5a25bf2b54.html,invoice_date,06/12/2012,06/12/2012,TP,EXTRACT_RULES,0.7716
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product,APPLE IPAD CASING - WHITE,,FN,FAIL_MODEL,undefined
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product,190!mAh Slim Battery Charging Case foe iPhone4/4S,,FN,FAIL_MODEL,undefined
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product,2403mAh Sdar Powered Recharge«*e Battery Pack foe i Piece or iPod,,FN,FAIL_MODEL,undefined
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product,APPLE IPAD CASING - BLACK,,FN,FAIL_MODEL,undefined
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product,SAM9JNG GALAXY TAB 10.1* CASING - BLACK,,FN,FAIL_MODEL,undefined
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,quantity,21000.05,2.00,"FP,FN",FAIL_RULES,0.3840
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,quantity,10000.05,,FN,FAIL_MODEL,undefined
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,quantity,20000.05,,FN,FAIL_MODEL,undefined
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,quantity,20000.05,,FN,FAIL_MODEL,undefined
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,quantity,21000.05,,FN,FAIL_MODEL,undefined
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,total_amount,14595.00,14595.00,TP,EXTRACT_RULES,0.8466
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,price,20.00,20.00,TP,EXTRACT_MODEL,0.9237
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,price,15.00,15.00,TP,EXTRACT_MODEL,0.8528
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,price,10.00,10.00,TP,EXTRACT_MODEL,0.8728
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,price,12.00,12.00,TP,EXTRACT_MODEL,0.9078
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,price,20.00,20.00,TP,EXTRACT_MODEL,0.8909
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,supplier_name,Cgayw Cube Inc,Cgayw Cube Inc,TP,EXTRACT_RULES,0.4473
